Date,Close,High,Low,Open,Adj Close,Volume
12/15/2004,4.477715969,4.500380993,4.400008202,4.433134079,4.477715969,460559845
12/16/2004,4.395275116,4.495399952,4.382324219,4.407230854,4.395275116,344197318
12/17/2004,4.485188007,4.495648861,4.397267818,4.402497768,4.485188007,296555412
12/20/2004,4.608226776,4.69390583,4.529770851,4.533009052,4.608226776,394854485
12/21/2004,4.576595783,4.679460049,4.567877769,4.640357018,4.576595783,221479058
12/22/2004,4.640108109,4.65380621,4.558165073,4.580331802,4.640108109,156865776
12/23/2004,4.679957867,4.697392941,4.63263607,4.668749809,4.679957867,145125936
12/27/2004,4.779833794,4.814454079,4.70984602,4.711091995,4.779833794,245079187
12/28/2004,4.801004887,4.820681095,4.757418156,4.784814835,4.801004887,166453579
12/29/2004,4.804491997,4.819933891,4.776596069,4.776596069,4.804491997,107525527
12/30/2004,4.921553135,4.937243938,4.778339863,4.806234837,4.921553135,237057231
12/31/2004,4.80175209,4.978340149,4.796022892,4.962151051,4.80175209,307889737
1/3/2005,5.048826218,5.071989059,4.868253231,4.91657114,5.048826218,636143518
1/4/2005,4.844342232,5.054305077,4.818936825,5.016198158,4.844342232,552298420
1/5/2005,4.819684982,4.904118061,4.787804127,4.818190098,4.819684982,330698912
1/6/2005,4.696147919,4.879211903,4.675475121,4.858788013,4.696147919,417041336
1/7/2005,4.828153133,4.838116169,4.701876163,4.748202801,4.828153133,387964757
1/10/2005,4.858290195,4.934006214,4.777841091,4.844342232,4.858290195,302714411
1/11/2005,4.820432186,4.924293041,4.811464787,4.872238159,4.820432186,279391317
1/12/2005,4.866260052,4.879959106,4.744716167,4.840107918,4.866260052,328338096
1/13/2005,4.86501503,4.916322231,4.833134174,4.866260052,4.86501503,275002929
1/14/2005,4.980582237,4.981577873,4.835126877,4.881701946,4.980582237,387057368
1/18/2005,5.078464985,5.106359959,4.947954178,5.005487919,5.078464985,528878966
1/19/2005,4.914081097,5.113334179,4.899385929,5.097145081,4.914081097,451995865
1/20/2005,4.829895973,4.887928963,4.782075882,4.794528961,4.829895973,361413608
1/21/2005,4.689423084,4.865762234,4.685438156,4.845337868,4.689423084,371724110
1/24/2005,4.50112915,4.715575218,4.491166115,4.699635029,4.50112915,563010421
1/25/2005,4.411465168,4.53898716,4.390791893,4.531515121,4.411465168,427966132
1/26/2005,4.71333313,4.717566967,4.462025166,4.465013981,4.71333313,494161321
1/27/2005,4.684442043,4.703868866,4.612709999,4.701377869,4.684442043,266089645
1/28/2005,4.740730762,4.849324226,4.641104221,4.732759953,4.740730762,490158373
1/31/2005,4.872238159,4.890668869,4.775102139,4.824168205,4.872238159,385306832
2/1/2005,4.779584885,4.898140907,4.747953892,4.84135294,4.779584885,756384528
2/2/2005,5.129772186,5.399759769,5.072486877,5.368627071,5.129772186,1316889593
2/3/2005,5.251814842,5.314331055,5.126036167,5.130519867,5.251814842,521471303
2/4/2005,5.089921951,5.17435503,5.046085835,5.142475128,5.089921951,594993855
2/7/2005,4.88244915,5.140730858,4.869497776,5.112338066,4.88244915,520359150
2/8/2005,4.947455883,4.981826782,4.845088959,4.905612946,4.947455883,460921194
2/9/2005,4.771615028,5.021179199,4.718812943,5.000257969,4.771615028,689434520
2/10/2005,4.681951046,4.787305832,4.613955975,4.781328201,4.681951046,762154073
2/11/2005,4.667504787,4.790046215,4.63437891,4.649074078,4.667504787,526606480
2/14/2005,4.806733131,4.80897522,4.508102894,4.554180145,4.806733131,1548269624
2/15/2005,4.862524033,4.977344036,4.80897522,4.821926117,4.862524033,1035177611
2/16/2005,4.941727161,4.964641094,4.839361191,4.849324226,4.941727161,663770685
2/17/2005,4.929025173,4.975101948,4.901876926,4.927280903,4.929025173,418137429
2/18/2005,4.930270195,4.952436924,4.898140907,4.944218159,4.930270195,340708289
2/22/2005,4.766384125,4.953930855,4.741975784,4.894155979,4.766384125,541369609
2/23/2005,4.830644131,4.843843937,4.698886871,4.814454079,4.830644131,625776806
2/24/2005,4.70461607,4.728526115,4.538737774,4.567131042,4.70461607,1036442333
2/25/2005,4.629397869,4.730269909,4.620430946,4.711091995,4.629397869,400435325
2/28/2005,4.682199955,4.729023933,4.628900051,4.63263607,4.682199955,313908211
3/1/2005,4.634130001,4.726036072,4.533009052,4.714579105,4.634130001,373844027
3/2/2005,4.612212181,4.674230099,4.591788769,4.631390095,4.612212181,292512314
3/3/2005,4.657791138,4.676221848,4.590544224,4.635873795,4.657791138,305484756
3/4/2005,4.630145073,4.663768768,4.609473228,4.65007019,4.630145073,271979640
3/7/2005,4.70262289,4.722300053,4.658289909,4.676970005,4.70262289,347995502
3/8/2005,4.612709999,4.728526115,4.606982231,4.70984602,4.612709999,323050350
3/9/2005,4.516819954,4.599011898,4.487181187,4.588053226,4.516819954,456119263
3/10/2005,4.482697964,4.513083935,4.418438911,4.508351803,4.482697964,440063306
3/11/2005,4.428400993,4.506856918,4.412211895,4.49415493,4.428400993,322335682
3/14/2005,4.358414173,4.44334507,4.298140049,4.44160223,4.358414173,447535208
3/15/2005,4.448575974,4.483195782,4.33898592,4.36613512,4.448575974,418446584
3/16/2005,4.373607159,4.448575974,4.358911991,4.401003838,4.373607159,285317446
3/17/2005,4.465511799,4.474228859,4.3785882,4.411714077,4.465511799,331662510
3/18/2005,4.484191895,4.493158817,4.441103935,4.453557014,4.484191895,284663002
3/21/2005,4.505114079,4.537242889,4.414702892,4.465013981,4.505114079,300470030
3/22/2005,4.448327065,4.531515121,4.429646969,4.512586117,4.448327065,226112360
3/23/2005,4.457790852,4.489172935,4.43263483,4.43263483,4.457790852,194526410
3/24/2005,4.464516163,4.504615784,4.463271141,4.500630856,4.464516163,148763520
3/28/2005,4.518562794,4.602747917,4.506856918,4.525039196,4.518562794,350830087
3/29/2005,4.472486019,4.564889908,4.435125828,4.509347916,4.472486019,259890496
3/30/2005,4.494403839,4.519310951,4.473233223,4.499135971,4.494403839,250378977
3/31/2005,4.49589777,4.517816067,4.424416065,4.432137012,4.49589777,271758815
4/1/2005,4.484191895,4.556670189,4.482946873,4.527031898,4.484191895,248206866
4/4/2005,4.614952087,4.615698814,4.479210854,4.481951237,4.614952087,324266893
4/5/2005,4.696646214,4.73873806,4.671739101,4.67572403,4.696646214,350777892
4/6/2005,4.712834835,4.723545074,4.67198801,4.71333313,4.712834835,210891521
4/7/2005,4.825911045,4.847331047,4.698389053,4.701876163,4.825911045,389141150
4/8/2005,4.783320904,4.859285831,4.768376827,4.824168205,4.783320904,205431131
4/11/2005,4.812710762,4.851813793,4.790046215,4.809224129,4.812710762,217231195
4/12/2005,4.83089304,4.842350006,4.717566967,4.80698204,4.83089304,293881426
4/13/2005,4.805239201,4.839859009,4.725537777,4.818687916,4.805239201,263214910
4/14/2005,4.768376827,4.840855122,4.734753132,4.813706875,4.768376827,247030473
4/15/2005,4.607728958,4.740730762,4.599260807,4.734753132,4.607728958,464831797
4/18/2005,4.656795025,4.679460049,4.570119858,4.597268105,4.656795025,262994085
4/19/2005,4.767131805,4.782075882,4.683196068,4.715575218,4.767131805,338463908
4/20/2005,4.934006214,4.993782043,4.879460812,4.945960999,4.934006214,620376641
4/21/2005,5.086434841,5.105862141,4.964392185,4.991789818,5.086434841,712737539
4/22/2005,5.375102997,5.579088211,5.33649683,5.551691055,5.375102997,1333182435
4/25/2005,5.567381859,5.597518921,5.417693138,5.425165176,5.567381859,796574608
4/26/2005,5.448328018,5.52927494,5.436871052,5.484941006,5.448328018,693469588
4/27/2005,5.473981857,5.500631809,5.398265839,5.429399014,5.473981857,412131000
4/28/2005,5.465763092,5.531267166,5.422424793,5.467008114,5.465763092,348613811
4/29/2005,5.479462147,5.535501957,5.425165176,5.527032852,5.479462147,368182886
5/2/2005,5.53649807,5.571616173,5.484692097,5.530519962,5.53649807,392160425
5/3/2005,5.63363409,5.682450771,5.512338161,5.525538921,5.63363409,713873782
5/4/2005,5.691167831,5.725539207,5.653808117,5.659536839,5.691167831,485151677
5/5/2005,5.653309822,5.694157124,5.625913143,5.694157124,5.653309822,301509913
5/6/2005,5.679213047,5.709847927,5.640607834,5.688676834,5.679213047,271570110
5/9/2005,5.629399776,5.691167831,5.614705086,5.678715229,5.629399776,222302131
5/10/2005,5.673733234,5.673733234,5.597021103,5.615701199,5.673733234,254783425
5/11/2005,5.760657787,5.777842999,5.676970959,5.702874184,5.760657787,460873014
5/12/2005,5.696648121,5.784070015,5.683695793,5.748702049,5.696648121,359269602
5/13/2005,5.709599018,5.755675793,5.661777973,5.708105087,5.709599018,297731805
5/16/2005,5.754680157,5.768877029,5.692912102,5.720558167,5.754680157,228107811
5/17/2005,5.80648613,5.814455986,5.733509064,5.742475986,5.80648613,313526787
5/18/2005,5.956673145,5.976847172,5.816198826,5.818440914,5.956673145,494325936
5/19/2005,5.957170963,6.006734848,5.934505939,5.986063004,5.957170963,390116793
5/20/2005,6.017693996,6.019188881,5.968876839,6.007731915,6.017693996,327763952
5/23/2005,6.362401962,6.428404808,6.045092106,6.056300163,6.362401962,858738744
5/24/2005,6.376101017,6.611219883,6.31383419,6.400011063,6.376101017,1166078427
5/25/2005,6.495902061,6.500135899,6.242352009,6.2946558,6.495902061,725023418
5/26/2005,6.455801964,6.569375992,6.433385849,6.499638081,6.455801964,543895039
5/27/2005,6.625166893,6.626412868,6.457046986,6.487184048,6.625166893,489190760
5/31/2005,6.905865192,6.934010029,6.709103107,6.710597038,6.905865192,892805959
6/1/2005,7.173112869,7.294907093,7.024171829,7.053562164,7.173112869,1412944285
6/2/2005,7.170622826,7.217446804,7.088430882,7.191295147,7.170622826,721658854
6/3/2005,6.980336189,7.20549202,6.909351826,7.142975807,6.980336189,754108027
6/6/2005,7.246338844,7.316327095,7.01943922,7.033387184,7.246338844,904413304
6/7/2005,7.300634861,7.461781025,7.230399132,7.399764061,7.300634861,976566743
6/8/2005,6.962901115,7.302379131,6.924046993,7.29391098,6.962901115,1031889331
6/9/2005,7.131021023,7.185566902,6.987808228,7.091420174,7.131021023,660109011
6/10/2005,7.03612709,7.155180931,6.974358082,7.147957802,7.03612709,509767599
6/13/2005,7.042354107,7.078218937,6.887185097,6.969377041,7.042354107,514047581
6/14/2005,6.932764053,7.004744053,6.917819977,6.938742161,6.932764053,405189077
6/15/2005,6.844346046,6.906611919,6.660783768,6.849327087,6.844346046,838454999
6/16/2005,6.91009903,6.931519032,6.801257133,6.830895901,6.91009903,500364485
6/17/2005,6.981331825,6.981331825,6.871743202,6.948954105,6.981331825,418940428
6/20/2005,7.140735149,7.164894104,6.76788187,6.876474857,7.140735149,844140229
6/21/2005,7.169127941,7.230399132,7.097646236,7.17485714,7.169127941,607560783
6/22/2005,7.20549202,7.28071022,7.189801216,7.214707851,7.20549202,420530365
6/23/2005,7.215703964,7.342728138,7.135753155,7.173112869,7.215703964,564363474
6/24/2005,7.40350008,7.422180176,7.212465763,7.245343208,7.40350008,713512433
6/27/2005,7.574110031,7.583325863,7.319066048,7.444595814,7.574110031,714785186
6/28/2005,7.521805763,7.70238018,7.521805763,7.628407001,7.521805763,764314139
6/29/2005,7.290672779,7.581083775,7.276475906,7.534259796,7.290672779,734691521
6/30/2005,7.326289177,7.445343018,7.248829842,7.331021786,7.326289177,606039101
7/1/2005,7.254059792,7.378344059,7.203499794,7.348455906,7.254059792,370487492
7/5/2005,7.365143776,7.371868134,7.228654861,7.275230885,7.365143776,300883574
7/6/2005,7.260785103,7.41221714,7.257297993,7.404745102,7.260785103,321211484
7/7/2005,7.360909939,7.367384911,7.185815811,7.207734108,7.360909939,428484066
7/8/2005,7.37809515,7.409727097,7.323799133,7.378592968,7.37809515,299422117
7/11/2005,7.306364059,7.387310982,7.24833107,7.382328987,7.306364059,336869956
7/12/2005,7.267261028,7.332516193,7.246089935,7.307360172,7.267261028,235475323
7/13/2005,7.443600178,7.453063965,7.275230885,7.285441875,7.443600178,459230882
7/14/2005,7.494160175,7.640112877,7.473736763,7.604994774,7.494160175,428307406
7/15/2005,7.501632214,7.556675911,7.466514111,7.502877235,7.501632214,338801168
7/18/2005,7.460536003,7.519316196,7.415953159,7.47199297,7.460536003,249242734
7/19/2005,7.718568802,7.729776859,7.516825199,7.524297237,7.718568802,506748324
7/20/2005,7.77087307,7.786066055,7.516825199,7.610723019,7.77087307,574561556
7/21/2005,7.819191933,7.915330887,7.751196861,7.821930885,7.819191933,794543021
7/22/2005,7.531768799,7.70238018,7.380586147,7.630648136,7.531768799,938978379
7/25/2005,7.368630886,7.553936005,7.346464157,7.53151989,7.368630886,387800142
7/26/2005,7.37460804,7.422180176,7.274981976,7.347709179,7.37460804,394147846
7/27/2005,7.395530224,7.427907944,7.282702923,7.415703773,7.395530224,289798178
7/28/2005,7.310100079,7.407485008,7.304619789,7.407485008,7.310100079,237912424
7/29/2005,7.167136192,7.293662071,7.147957802,7.276226997,7.167136192,335785908
8/1/2005,7.263026237,7.285192966,7.175603867,7.176102161,7.263026237,227344963
8/2/2005,7.451818943,7.460038185,7.250822067,7.262776852,7.451818943,292701018
8/3/2005,7.404745102,7.465019226,7.36240387,7.422180176,7.404745102,238113174
8/4/2005,7.415454865,7.447085857,7.35368681,7.361158848,7.415454865,210245108
8/5/2005,7.281456947,7.434882164,7.255554199,7.409727097,7.281456947,238478538
8/8/2005,7.254059792,7.363648891,7.235130787,7.312591076,7.254059792,179943955
8/9/2005,7.262030125,7.289677143,7.185815811,7.271743774,7.262030125,232038489
8/10/2005,7.115330219,7.280959129,7.095405102,7.255304813,7.115330219,276191367
8/11/2005,7.074731827,7.137745857,6.989302158,7.120560169,7.074731827,301722708
8/12/2005,7.215952873,7.227908134,7.014707088,7.057547092,7.215952873,264423423
8/15/2005,7.073486805,7.291917801,7.067758083,7.217945099,7.073486805,328213631
8/16/2005,7.114583015,7.167882919,7.057047844,7.095405102,7.114583015,285433881
8/17/2005,7.100883961,7.137496948,7.073486805,7.111095905,7.100883961,155914222
8/18/2005,6.973610878,6.98631382,6.849327087,6.871992111,6.973610878,476692087
8/19/2005,6.973859787,7.009974957,6.964396,6.99851799,6.973859787,222547046
8/22/2005,6.824668884,7.010472775,6.808230877,7.004744053,6.824668884,273541472
8/23/2005,6.963398933,6.967384815,6.827408791,6.878219128,6.963398933,233740846
8/24/2005,7.03786993,7.092166901,6.88544178,6.913337231,7.03786993,345012362
8/25/2005,7.038368225,7.073486805,6.97311306,7.037372112,7.038368225,175720183
8/26/2005,7.063025951,7.098892212,7.040112019,7.060534954,7.063025951,150775031
8/29/2005,7.184320927,7.201008797,7.029651165,7.029651165,7.184320927,237005036
8/30/2005,7.154932022,7.21072197,7.120310783,7.157919884,7.154932022,192398464
8/31/2005,7.123300076,7.185566902,7.082452774,7.178842068,7.123300076,202114747
9/1/2005,7.129527092,7.16065979,7.098392963,7.121058941,7.129527092,110095123
9/2/2005,7.184320927,7.222678185,7.134259224,7.136003017,7.184320927,137894934
9/6/2005,7.15094614,7.207734108,7.143225193,7.198019981,7.15094614,169123549
9/7/2005,7.344222069,7.359912872,7.105367184,7.120560169,7.344222069,301104399
9/8/2005,7.35717392,7.454060078,7.306612968,7.343225956,7.35717392,265523531
9/9/2005,7.449327946,7.449576855,7.386313915,7.404246807,7.449327946,176278267
9/12/2005,7.714583874,7.756426811,7.496900082,7.515580177,7.714583874,417017246
9/13/2005,7.762903214,7.858792782,7.625667095,7.696153164,7.762903214,413540262
9/14/2005,7.546712875,7.802752972,7.479465008,7.689427853,7.546712875,452722579
9/15/2005,7.537249088,7.640112877,7.419938087,7.460038185,7.537249088,620966845
9/16/2005,7.47697401,7.584073067,7.468754768,7.572117805,7.47697401,304328438
9/19/2005,7.566389084,7.621432781,7.489676952,7.496900082,7.566389084,231339881
9/20/2005,7.669004917,7.753437996,7.602254868,7.6251688,7.669004917,375441994
9/21/2005,7.768382072,7.814709187,7.620437145,7.681457996,7.768382072,406305245
9/22/2005,7.755181789,7.950698853,7.725294113,7.758419991,7.755181789,522206047
9/23/2005,7.854558945,7.900636196,7.785568237,7.795780182,7.854558945,340623975
9/26/2005,7.827660084,7.993786812,7.784821033,7.957673073,7.827660084,397259466
9/27/2005,7.819191933,7.930523872,7.805243969,7.844347,7.819191933,275954483
9/28/2005,7.621432781,7.848083019,7.611470222,7.826166153,7.621432781,321095049
9/29/2005,7.711595058,7.738992214,7.623425961,7.638370037,7.711595058,225393676
9/30/2005,7.8819561,7.907858849,7.778096199,7.826166153,7.8819561,367424053
10/3/2005,7.937249184,7.972866058,7.790548801,7.811470985,7.937249184,367785402
10/4/2005,7.745965958,8.002006531,7.739490032,7.96888113,7.745965958,367143003
10/5/2005,7.738742828,7.843101978,7.671246052,7.788057804,7.738742828,334384676
10/6/2005,7.789553165,7.832641125,7.723300934,7.824172974,7.789553165,320950509
10/7/2005,7.795529842,7.887187004,7.734508991,7.840362072,7.795529842,271827070
10/10/2005,7.737248898,7.841110229,7.699889183,7.803501129,7.737248898,223723439
10/11/2005,7.623923779,7.787062168,7.593039036,7.736252785,7.623923779,342984790
10/12/2005,7.496152878,7.651072025,7.447085857,7.601508141,7.496152878,373643277
10/13/2005,7.408232212,7.521805763,7.239862919,7.521805763,7.408232212,424292413
10/14/2005,7.375853062,7.477722168,7.286190033,7.469501972,7.375853062,342041267
10/17/2005,7.596526146,7.601508141,7.336501122,7.409727097,7.596526146,303802474
10/18/2005,7.553687096,7.670249939,7.54023695,7.595530033,7.553687096,284173173
10/19/2005,7.688681126,7.717822075,7.570622921,7.571619987,7.688681126,281479113
10/20/2005,7.551693916,7.749204159,7.502130032,7.72081089,7.551693916,558553779
10/21/2005,8.46576786,8.628409386,8.293911934,8.612716675,8.46576786,919128253
10/24/2005,8.683700562,8.69989109,8.52280426,8.552193642,8.683700562,378682093
10/25/2005,8.640363693,8.652567863,8.539491653,8.612218857,8.640363693,276163262
10/26/2005,8.852816582,8.866765022,8.622430801,8.62467289,8.852816582,357635500
10/27/2005,8.793540001,8.893913269,8.759167671,8.881709099,8.793540001,206145800
10/28/2005,8.920812607,8.940239906,8.842356682,8.848583221,8.920812607,237025111
10/31/2005,9.26875782,9.33376503,8.954188347,8.972369194,9.26875782,575866428
11/1/2005,9.449083328,9.561660767,9.190800667,9.261784554,9.449083328,656696267
11/2/2005,9.456555367,9.589057922,9.394039154,9.506866455,9.456555367,424200069
11/3/2005,9.612718582,9.628410339,9.498895645,9.524550438,9.612718582,299052737
11/4/2005,9.724301338,9.758173943,9.600266457,9.713092804,9.724301338,354319116
11/7/2005,9.838871002,9.899643898,9.767140388,9.840615273,9.838871002,385098052
11/8/2005,9.711099625,9.852819443,9.67822361,9.819443703,9.711099625,317084071
11/9/2005,9.443353653,9.671001434,9.415458679,9.630652428,9.443353653,420245300
11/10/2005,9.740987778,9.747215271,9.400514603,9.423678398,9.740987778,366516664
11/11/2005,9.723553658,9.885446548,9.684947968,9.841113091,9.723553658,283615089
11/14/2005,9.887189865,9.918324471,9.75169754,9.766392708,9.887189865,313486637
11/15/2005,9.783329964,9.887937546,9.737252235,9.822682381,9.783329964,346289130
11/16/2005,9.9165802,9.934015274,9.815957069,9.868012428,9.9165802,349111670
11/17/2005,10.04858494,10.05755234,9.950950623,10.0074892,10.04858494,369869183
11/18/2005,9.967887878,10.0747366,9.958922386,10.04958153,9.967887878,282077347
11/21/2005,10.19578362,10.21122646,9.800515175,9.94198513,10.19578362,414953540
11/22/2005,10.37287045,10.39379215,10.11782646,10.17809963,10.37287045,385278727
11/23/2005,10.53202343,10.57835007,10.35568428,10.38706684,10.53202343,404912042
11/25/2005,10.67548561,10.67872429,10.59279633,10.60475063,10.67548561,194329675
11/28/2005,10.54746628,10.74074078,10.52156258,10.70537376,10.54746628,441986487
11/29/2005,10.05082703,10.62019253,10.01595783,10.57187366,10.05082703,863054861
11/30/2005,10.08494854,10.17311859,9.852071762,10.06875992,10.08494854,626202395
12/1/2005,10.31359196,10.34721565,10.16913414,10.19179916,10.31359196,391257051
12/2/2005,10.40350533,10.44908428,10.30786419,10.38457584,10.40350533,302870996
12/5/2005,10.10836124,10.39852428,10.06925774,10.38607025,10.10836124,413118688
12/6/2005,10.07573414,10.37137604,10.00499916,10.17934513,10.07573414,607279734
12/7/2005,10.06776428,10.12953186,9.937999725,10.11608219,10.06776428,468385066
12/8/2005,10.2279129,10.2279129,10.02841091,10.09466267,10.2279129,357735875
12/9/2005,10.19179916,10.35568428,10.17585754,10.33625698,10.19179916,306881974
12/12/2005,10.27672958,10.34148788,10.21047878,10.32704163,10.27672958,279046027
12/13/2005,10.39827538,10.41097736,10.25257111,10.27399063,10.39827538,327775997
12/14/2005,10.43488693,10.45406628,10.34846115,10.38706684,10.43488693,266210095
12/15/2005,10.52430153,10.5389967,10.37361717,10.43862343,10.52430153,242738446
12/16/2005,10.71359253,10.77212334,10.52928352,10.59379196,10.71359253,655668429
12/19/2005,10.57536125,11.11359406,10.46352959,10.7646513,10.57536125,880760980
12/20/2005,10.70338058,10.7646513,10.57710361,10.65655708,10.70338058,404899997
12/21/2005,10.61844921,10.88071632,10.47847366,10.79827499,10.61844921,450558497
